facility-code,facility-name,province,county,district,division,type,owner,sub-location,description-of-location,constituency,nearest-town,beds,cots,town,job-title-of-in-charge,open-24_hours,open-weekends,operational-status
17752,Ngosuani_Dispensary,Rift_Valley,Narok,Narok_South,Osupuko,Dispensary,Other_Faith_Based,Ngosuani,Located_Ngosuani_market_off_Narok-Maasai_mara_road,NAROK_SOUTH,Ngosuani_Market,0,0,Ololulunga,Clinical_Officer,N,Y,Operational
17558,Ngothi_Mc,Central,Nyandarua,Kinangop,NORTH_KINANGOP,Medical_Clinic,Private_Practice_-_Clinical_Officer,,,KINANGOP,,0,0,,,N/A,N/A,Operational
15353,Ngubereti_Health_Centre,Rift_Valley,Baringo,Mogotio,Mogotio,Health_Centre,Ministry_of_Health,Ngubereti,,MOGOTIO,Mogotio,14,1,Mogotio,,N,N,Operational
17526,Nguge_Dispensary,Nyanza,Siaya,Gem,Wagai,Dispensary,Ministry_of_Health,Nguge,,GEM,,0,0,,,N,N,Not-Operational
21210,Nguguini_Dispensary_,Central,Kirinyaga,Kirinyaga_West,Ndia,Dispensary,Ministry_of_Health,Nguguini,,NDIA,Nguguini_Market,0,0,Kerugoya,Nursing_Officer_in_Charge,N,N,Operational
10873,Nguka_Health_Centre,Central,Kirinyaga,Kirinyaga_North,Mwea,Health_Centre,Ministry_of_Health,Nguka,5km_from_Ngurubani_town_after_the_mosque,MWEA,Nguka,0,0,Kerugoya,Nursing_Officer_in_Charge,N,N,Operational
13855,Nguku_Dispensary,Nyanza,Homa_Bay,Ndhiwa,Nyarongi,Dispensary,Ministry_of_Health,Kabura_North,,NDHIWA,Ndhiwa,0,0,,,N,N,Operational
12656,Ngulini_Dispensary,Eastern,Machakos,Mwala,Mwala,Dispensary,Ministry_of_Health,Ngulini,,MWALA,Mwala,0,0,Mwala,,N,N,Operational
12657,Nguluni_Health_Centre,Eastern,Machakos,Matungulu,Matungulu,Health_Centre,Ministry_of_Health,Nguluni_,,KANGUNDO,Nguluni_,0,0,Tala,,N,N,Operational
20933,Nguluni_Medical_Centre,Eastern,Machakos,Matungulu,Matungulu,Medical_Clinic,Private_Practice_-_Clinical_Officer,Nguluni,Located_in_Nguluni_Market,KANGUNDO,Nguluni,0,0,Nairobi,Clinical_Officer,N,Y,Operational
19236,Ngumba_Medical_Centre,Nairobi,Nairobi,Ruaraka,Ruaraka_,Medical_Clinic,Private_Enterprise_(Institution),,thika_rd_just_next_to_breweries_industry,RUARAKA,_just_next_to_breweries_industry,10,2,,Medical_Superintendant,N,Y,Operational
19415,Ngumbulu_Dispensary,Eastern,Machakos,Yatta,,Dispensary,Ministry_of_Health,,,YATTA,,0,0,,,N/A,N/A,Not-Operational
20429,Ngungi_Dispensary,Eastern,Kitui,Mutitu,Zombe/mwitika_ward,Dispensary,Ministry_of_Health,Ngungi,Ngungi_primary,MUTITO,Ngungi_mkt,0,0,,,N/A,N/A,Pending_Opening
12658,Nguni_Health_Centre,Eastern,Kitui,Mwingi_East,Nguni,Health_Centre,Ministry_of_Health,Mwasuma,,MWINGI_NORTH,Nguni,5,2,Mwingi,Clinical_Officer,Y,Y,Operational
20297,Ngura_Medical_Clinic,Eastern,Kitui,Mwingi_East,Nguni,Medical_Clinic,Private_Practice_-_Clinical_Officer,Nguni,,MWINGI_SOUTH,Nguni_Town,0,0,Mwingi,Nursing_Officer_in_Charge,N,Y,Operational
19829,Ngurubani_Medical_Services,Central,Kirinyaga,Kirinyaga_North,,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,,,MWEA,,0,0,,Nursing_Officer_in_Charge,N,Y,Operational
12659,Nguruki-Iruma_Dispensary,Eastern,Tharaka_Nithi,Maara,Mwimbi,Dispensary,Christian_Health_Association_of_Kenya,Mugumango,,CHUKA_IGAMBANGOMBE,Chogoria,0,0,Magutni_Chogoria,,N,N,Operational
16819,Ngurumo_Dispensary,Central,Nyeri,Mathira_West,Mathira,Dispensary,Ministry_of_Health,Mutathiini,,MATHIRA,Karatina,0,0,,Nursing_Officer_in_Charge,N,N,Operational
19658,Ngurumo_Medical_Clinic,Central,Nyandarua,Mirangine,Olkalou,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Sabugo,Allocated_along_Nyahururu-_Ndunduri-_Nakuru_rd.Alongside_Mirangine_dm_near_Matatu_terminus_,OL_KALOU,Mirangine,0,0,Mirangine,Nursing_Officer_in_Charge,N,Y,Operational
15354,Ngurunga_Dispensary,Rift_Valley,Uasin_Gishu,Eldoret_East,Ainapkoi,Dispensary,Private_Enterprise_(Institution),,,ELDORET_EAST,Eldoret,0,0,Eldoret,,N,N,Not-Operational
12660,Ngurunit_Dispensary,Eastern,Marsabit,Marsabit_South,Korr,Dispensary,Ministry_of_Health,Ngurunit,,LAISAMIS,Ngurunit_Centre,1,0,MARSABIT,Nursing_Officer_in_Charge,N,N,Operational
10874,Ngurweini_Dispensary,Central,Murang'a,Kandara,Kandara,Dispensary,Ministry_of_Health,Ngurweini,At_Ngurweini_market.,KANDARA,Ngurweini,0,0,,Nursing_Officer_in_Charge,N,N,Operational
10875,Nguthuru_Dispensary,Central,Murang'a,Kandara,Kandara,Dispensary,Ministry_of_Health,Nguthuru,,KANDARA,Makenji,0,0,Kenol,Nursing_Officer_in_Charge,N,N,Operational
15355,Ngutuk-Engiron_Dispensary,Rift_Valley,Samburu,Samburu_East,Waso,Dispensary,Ministry_of_Health,Ngutuk-Engiron,Located_35_kilometers_from_wamba_town_along_Wamba_west_gate_route_,SAMBURU_EAST,Ngutuk-Engiron,4,0,Wamba,Nursing_Officer_in_Charge,N,N,Operational
12661,Nguuku_Dispensary,Eastern,Kitui,Kyuso,Mumoni,Dispensary,Ministry_of_Health,Kathiani,,MWINGI_NORTH,Nguuku,0,0,Kyuso,Nursing_Officer_in_Charge,N,N,Operational
12662,Nguungani_Dispensary,Eastern,Kitui,Mumoni,Mumoni,Dispensary,Ministry_of_Health,Ngungani,,MWINGI_NORTH,Nguungani,0,0,Kyuso,Nursing_Officer_in_Charge,N,N,Operational
16858,Nguuni_Dispensary,Eastern,Kitui,Kitui_Central,Chuluni,Dispensary,Ministry_of_Health,Nguuni,,KITUI_CENTRAL,Kitui,0,0,Kitui,Nursing_Officer_in_Charge,N,N,Operational
11716,Nguuni_Health_Centre,Coast,Mombasa,Kisauni,Kisauni,Medical_Clinic,Private_Enterprise_(Institution),Bamburi,,KISAUNI,Mombasa,0,0,Mombasa,Clinical_Officer,N,Y,Operational
19226,Nguviu_Boys_High_School_Clinic,Eastern,Embu,Manyatta,Manyatta,Medical_Clinic,Academic_(if_registered),Gicherori,,MANYATTA,Kibugu,0,0,Embu,Nursing_Officer_in_Charge,Y,Y,Operational
12663,Ngwata_Health_Centre,Eastern,Makueni,Kibwezi,Mtito_Andei,Health_Centre,Ministry_of_Health,Ngwata,"Mombasa_-_Nairobi_Highway_through_Machinery_Market,_Through_Ngwata_Market",KIBWEZI,Machinery,6,2,Nzeeka,Clinical_Officer,N,Y,Operational
20656,Ngwate_dispensary,Eastern,Kitui,Mutomo,Ikutha,Dispensary,Ministry_of_Health,Ngwate,,KITUI_SOUTH,Kasaala_market,0,0,,,N/A,N/A,Pending_Opening
16712,Ngwelo_Dispensary,Western,Bungoma,Bungoma_East,Webuye,Dispensary,Other_Public_Institution,Khalumuli,,WEBUYE,Webuye,0,0,Webuye,Nursing_Officer_in_Charge,N,N,Not-Operational
10876,Nhera_Clinic,Central,Nyeri,Nyeri_Central,Municipality,Medical_Clinic,Private_Practice_-_Medical_Specialist,Majengo,,NYERI_TOWN,Nyeri_Town,0,0,Nyeri,Medical_Superintendant,N,N,Not-Operational
16623,Nica_Kaunjira_Dispensary,Eastern,Meru,Imenti_North,Miriga_Mieru_West,Medical_Clinic,Private_Enterprise_(Institution),,,NORTH_IMENTI,Meru,0,0,,,N,N,Operational
20746,Nice_View_Medical_Centre,Coast,Kwale,Msambweni,Msambweni,Health_Centre,Private_Practice_-_Nurse_/_Midwife,Vingujini,Near_Jomokenyatta__Primary_School,MSAMBWENI,Msambweni,0,0,Msambweni,Nursing_Officer_in_Charge,N,Y,Operational
13856,Nightingale_Medical_Centre,Nyanza,Kisumu,Kisumu_East,Winam,Other_Hospital,Private_Enterprise_(Institution),Manyatta_A,,KISUMU_TOWN_EAST,Kisumu,43,2,Kisumu,Nursing_Officer_in_Charge,Y,Y,Operational
19479,Nile_Medical_Care,Nairobi,Nairobi,Dagoretti_South,Mutuini,Dispensary,Private_Practice_-_Clinical_Officer,Ndunyu,opposite_Equity_Bank,DAGORETTI_SOUTH,Dagoretti_Market,0,0,,Clinical_Officer,N,Y,Operational
17804,Nile_Medical_Clinic,Rift_Valley,Samburu,Samburu_Central,Kirisia,Medical_Clinic,Private_Practice_-_Clinical_Officer,Maralal,Opposite_ACK_Church_Maralal,SAMBURU_WEST,Maralal_Town,0,0,Maralal,Clinical_Officer,N,Y,Operational
13125,Nimoli_Medical_Centre,Nairobi,Nairobi,Kasarani,Kasarani,Dispensary,Private_Enterprise_(Institution),,along_kasarni-mwiki_rd_sunton_stage,KASARANI,Nairobi,4,1,Ruaraka_Nairobi,Nursing_Officer_in_Charge,Y,Y,Operational
21026,Nimoli_Medical_Services,Nairobi,Nairobi,Embakasi_East,Embakasi,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Tassia,,EMBAKASI_EAST,Embakasi,0,0,Nairobi,Nursing_Officer_in_Charge,N,Y,Operational
19759,Ninami_Medical_Clinic,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,Medical_Clinic,Private_Practice_-_Clinical_Officer,Mitume,Situated_at_the_end_of_Line_Moja_Street_in_Kitale_town_around_Kitale_Remand_Prison,SABOTI,Kitale,0,0,Kitale,Clinical_Officer,N,Y,Operational
17357,Ningaini_Dispensary,Central,Nyeri,Mukurweini,Mukurweini,Dispensary,Community_Development_Fund,Ningaini,Near_Ningaini_Primary_School,MUKURWEINI,Mukurweini,0,0,Mukurweini,Nursing_Officer_in_Charge,N,N,Operational
18798,Nist_Dispensary,Central,Nyandarua,Nyandarua_West,ol-joro-orok,Dispensary,Parastatal,Kanguo,Situated_within_NIST_INST_in_Gatimu_location_along_NHR-NRB_Road,OL_KALOU,Nyahururu,0,0,Nyahururu,Nursing_Officer_in_Charge,N,N,Operational
20833,NIWE_MEDICAL_CLINIC,Western,Kakamega,Butere,Butere,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Ibokolo,"Situated_in_Butere_Division_,Ibokolo_sub_location_along_Sabatia_Bukura_road_opposite_Jerusa_teachers_training_college_",BUTERE,Sabatia,2,1,Butere,Nursing_Officer_in_Charge,Y,Y,Pending_Opening
10878,Njabini_Health_Centre,Central,Nyandarua,Kinangop,Njabini,Health_Centre,Ministry_of_Health,Kiburu,Nbi-Nakuru_highway._Branch_to_the_left_at_flyover_up_to_Njabini_town,KINANGOP,Njabini,6,0,N.Kinangop,Clinical_Officer,Y,Y,Operational
10877,Njabini_Maternity_and_Nursing_Home,Central,Nyandarua,Kinangop,South_Kinangop,Maternity_Home,Private_Practice_-_Nurse_/_Midwife,Kiburu,Nbi-Nku_Highway._branch_at_flyover_town_to_the_right_up_to_njabini_town,KINANGOP,Njabini,0,0,N.KIinangop,Nursing_Officer_in_Charge,N,N,Operational
20558,Njaina_Dispensary,Eastern,Tharaka_Nithi,Meru_South,Chuka,Dispensary,Ministry_of_Health,Ndagani,,CHUKA_IGAMBANGOMBE,Chuka,0,0,,Nursing_Officer_in_Charge,N/A,N/A,Operational
10879,Njambi_Nursing_Home,Central,Kirinyaga,Kirinyaga_South,Mwea,Medical_Clinic,Private_Enterprise_(Institution),Kiarukungu,,MWEA,Ngurubani,0,0,,Medical_Superintendant,N,N,Operational
17560,Njambini_Catholic_Dispensary,Central,Nyandarua,Kinangop,Njabini,Dispensary,Kenya_Episcopal_Conference-Catholic_Secretariat,Kiburu,Nbi-Nakuru_highway.Branch_to_the_right_at_flyover_up_to_Njabini_town,KINANGOP,Njabini_Town,0,0,South_kinangop,Nursing_Officer_in_Charge,N,N,Operational
18966,Njambu_Clinic,Central,Murang'a,Kandara,Kandara,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Kagunduini,,KANDARA,Kagunduini_Market,0,0,,Nursing_Officer_in_Charge,N,N,Operational
10880,Njegas_Health_Centre,Central,Kirinyaga,Kirinyaga_North,Mwea,Health_Centre,Ministry_of_Health,Gathiga,Near_karii_market,MWEA,Njegas,0,0,Kerugoya,Clinical_Officer,Y,Y,Operational
10881,Njemuka_Clinic,Central,Murang'a,Gatanga,Gatanga,Medical_Clinic,Private_Enterprise_(Institution),Mugumoini,,GATANGA,Thika,0,0,_Thika,,N,N,Operational
17458,Njemuka_Medical_Clinic,Central,Kiambu,Kiambu,Kiambaa,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Ngegu,Kiambu_Limuru_Rd,KIAMBAA,Kiambu,0,0,Thika,Nursing_Officer_in_Charge,N,Y,Operational
20534,Njerian_Dispensary,Rift_Valley,Bomet,Bomet_Central,Bomet_Central_,Dispensary,Ministry_of_Health,Township,,BOMET,Tenwek,2,1000,Bomet,Nursing_Officer_in_Charge,Y,Y,Operational
17367,Njeruri_Dispensary,Eastern,Embu,Embu_East,Kyeni,Dispensary,Ministry_of_Health,,,RUNYENJES,,0,0,,Nursing_Officer_in_Charge,N,N,Pending_Opening
17513,Njete_Medical_Clinic,Western,Bungoma,Bungoma_South,Kanduyi,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Bukembe,Opposite_Nzoia_Sugar_Factory,KANDUYI,Nzoia_Market,2,2,Bungoma,Nursing_Officer_in_Charge,Y,Y,Operational
10882,Njika_Wega_Medical_Clinic,Central,Nyeri,Mukurweini,Mukurweini,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Mihuti,,MUKURWEINI,Mihuti,0,0,Mukurweini,,N,N,Operational
15356,Njipiship_Dispensary,Rift_Valley,Narok,Trans_Mara_East,Ololmasani,Dispensary,Ministry_of_Health,Njipiship,At_Njipiship_Market_along_Kilgoris_-_Abossi_Road,KILGORIS,Njipiship,0,0,Kilgoris,Nursing_Officer_in_Charge,N,N,Operational
13126,Njiru_Dispensary,Nairobi,Nairobi,Kasarani,Njiru,Dispensary,Local_Authority,Njiru,Along_Nairobi_Kangundo_Road_At_Njiru_shopping_center_opposite_St.Michael_catholic_Church,KASARANI,Njiru_Market,0,0,Nairobi,Nursing_Officer_in_Charge,N,N,Operational
10883,Njoguini_Dispensary,Central,Nyeri,Tetu,Tetu,Dispensary,Ministry_of_Health,Njoguini,,TETU,Mathari,0,0,Nyeri,Nursing_Officer_in_Charge,N,N,Operational
10884,Njoki_Dispensary,Central,Nyeri,Mukurweini,Mukurweini,Dispensary,Ministry_of_Health,Gakinduini,,MUKURWEINI,Gakinduini,0,0,Mukurweini,Nursing_Officer_in_Charge,N,N,Operational
15357,Njoro_(PCEA)_Dispensary,Rift_Valley,Nakuru,Njoro,Njoro,Dispensary,Christian_Health_Association_of_Kenya,Njoro,Njoro_-_Elburgon_road_near_Njoro_post_office.,MOLO,Njoro,6,0,Njoro,,N,N,Operational
15358,Njoro_Health_Centre,Rift_Valley,Nakuru,Njoro,Njoro,Health_Centre,Ministry_of_Health,Njoro,Nakuru_-_Njoro_road_-_near_cheif's_office.,MOLO,Njoro,20,0,Njoro,Clinical_Officer,N,N,Operational
21164,Njoroge_Medical_Clinic,Central,Nyandarua,Mirangine,Ol_kalou,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Sabugo,,OL_KALOU,Mirangine,2,2,Nakuru,Nursing_Officer_in_Charge,N,Y,Operational
10885,Njukini_Clinic,Central,Kirinyaga,Kirinyaga_South,Gichugu,Medical_Clinic,Private_Enterprise_(Institution),Nyangati,,GICHUGU,Njukiini,0,0,,,N,N,Not-Operational
15359,Njukini_Dispensary,Rift_Valley,Kajiado,Loitoktok,Rombo,Dispensary,Ministry_of_Health,Njukini,OFF_LOITOKITOK-TAVETA_ROAD,KAJIADO_SOUTH,Rombo,4,0,,Nursing_Officer_in_Charge,Y,N,Operational
11718,Njukini_Health_Centre,Coast,Taita_Taveta,Taveta,Challa,Health_Centre,Ministry_of_Health,Njukini,,TAVETA,Njukini,7,0,Taveta,Clinical_Officer,N,N,Operational
18306,Njuruta_Dispensary,Eastern,Meru,Buuri,Buuri,Dispensary,Ministry_of_Health,Kithwene,,NORTH_IMENTI,Rwarera_Village,0,0,Meru,,N/A,N/A,Not-Operational
16835,Njuthine_Dispensary,Eastern,Meru,Meru_Central,Abothuguchi_East,Dispensary,Ministry_of_Health,Gaitu_,Near_njuthine_primary_school,CENTRAL_IMENTI,Njuthine,0,0,_Gaitu-Meru,Nursing_Officer_in_Charge,N,N,Operational
12664,Nkabune_Dispensary,Eastern,Meru,Imenti_North,Miriga_Mieru_East,Dispensary,Christian_Health_Association_of_Kenya,Nkabune,,NORTH_IMENTI,Meru,0,0,Meru,Nursing_Officer_in_Charge,N,N,Operational
15361,Nkama_Dispensary,Rift_Valley,Kajiado,Loitoktok,Central,Dispensary,Ministry_of_Health,Ololopoon,Loitokitok-Illasit_Road,KAJIADO_SOUTH,Loitokitok,4,0,Loitokitok,Nursing_Officer_in_Charge,N,Y,Operational
18972,Nkama_Medical_Clinic,Rift_Valley,Kajiado,Kajiado_Central,Mashuru,Medical_Clinic,Private_Practice_-_General_Practitioner,Sultan_Hamud,Sultan_Hamud,KAJIADO_CENTRAL,Sultan_Hamud,0,0,,,N,Y,Operational
17227,Nkando_Dispensary,Eastern,Meru,Buuri,Buuri,Dispensary,Ministry_of_Health,Nkando,,NORTH_IMENTI,,0,0,,,N/A,N/A,Not-Operational
15362,Nkararo_Health_Centre,Rift_Valley,Narok,Trans_Mara_West_-_Dikirr,Keiyan,Health_Centre,Ministry_of_Health,Nkararo,Just_before_Nkararo_Market,KILGORIS,Nkararo_Market,12,0,Kilgoris,Clinical_Officer,N,Y,Operational
15363,Nkareta_Dispensary,Rift_Valley,Narok,Narok_North,Central,Dispensary,Ministry_of_Health,Nkareta,"off_Narok_Bomet_road,_",NAROK_NORTH,Narok_,0,0,Narok,Nursing_Officer_in_Charge,N,N,Operational
19942,Nkaroni_Dispensary,Rift_Valley,Samburu,Samburu_East,Wamba,Dispensary,Ministry_of_Health,Nkaroni,,SAMBURU_EAST,,0,0,Wamba,Nursing_Officer_in_Charge,N,N,Operational
12231,Nkathiari_Dispensary,Eastern,Meru,Igembe_South,Igembe_C,Dispensary,Ministry_of_Health,Kinyaka,Near_Kiegoi_Tea_Factory,IGEMBE,Mulika,0,0,Maua,Nursing_Officer_in_Charge,N,N,Operational
19186,Nkirina_Medical_Clinic,Eastern,Meru,Igembe_North,Laare,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Nkanda,,NTONYIRI,Laare,0,0,LAARE,Nursing_Officer_in_Charge,N,Y,Operational
21127,Nkoilale_Health_Centre,Rift_Valley,Narok,Narok_South,Mara,Health_Centre,Ministry_of_Health,Nkoilale,,NAROK_SOUTH,Narok,0,0,,,Y,Y,Operational
12665,Nkondi_Dispensary,Eastern,Tharaka_Nithi,Tharaka_South,Nkondi,Dispensary,Ministry_of_Health,Nkondi,Marimanti_Nkondi_Road,THARAKA,Marimanti_Market,0,0,Marimanti,Nursing_Officer_in_Charge,N,N,Operational
15364,Nkorinkori_Dispensary,Rift_Valley,Narok,Narok_South,Ololulunga,Dispensary,Ministry_of_Health,Nkorinkori,,NAROK_SOUTH,Nkorinkori_Market,0,0,Ololulunga,Nursing_Officer_in_Charge,N,N,Operational
15365,Nku_West_Health_Centre,Rift_Valley,Nakuru,Nakuru,Municipality,Health_Centre,Local_Authority,Viwanda,opposite_mama_ngina_primary_school,NAKURU_TOWN,Nakuru_Town,0,0,Nakuru,Clinical_Officer,N,N,Operational
12666,Nkubu_Dispensary,Eastern,Meru,Imenti_South,Nkuene,Dispensary,Ministry_of_Health,Taita,Along_Chuka-Meru_roar_in_Nkubu_town,SOUTH_IMENTI,Nkubu_Town,0,0,NKUBU,Nursing_Officer_in_Charge,N,N,Operational
12667,Nkubu_Medical_Clinic,Eastern,Meru,Imenti_South,Nkuene,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Taita,Along_Chuka-Meru_road_in_Nkubu_town,SOUTH_IMENTI,Nkubu_Town,0,0,NKUBU,Nursing_Officer_in_Charge,N,N,Operational
16231,Nkunjumu_Dispensary,Eastern,Meru,Imenti_South,Igoji,Dispensary,Christian_Health_Association_of_Kenya,Nkujumu,Along_Chuka-Meru_road_near_Igoji_market,SOUTH_IMENTI,Igoji_,0,0,,Nursing_Officer_in_Charge,N,N,Operational
18030,Nkutuk_Elmuget_Dispensary,Rift_Valley,Samburu,Samburu_East,Wamba,Dispensary,Ministry_of_Health,Nkutuk_Elmuget,,SAMBURU_EAST,Lpusi,0,0,Wamba,Nursing_Officer_in_Charge,N,N,Operational
17785,Nkutuk_Elmuget_Dispensary_(Duplicate),Rift_Valley,Samburu,Samburu_East,wamba,Dispensary,Ministry_of_Health,Sesia,Situated_at_Nkutuk_Elmuget_market_23_kilometers_east_of_Lodungokwe,SAMBURU_EAST,Nkutuk_Elmuget_market,4,0,Wamba,Nursing_Officer_in_Charge,N,N,Operational
20790,Nkwego_Dispensary,Eastern,Tharaka_Nithi,Meru_South,Magumoni,Dispensary,Ministry_of_Health,Kabubon,Below_Rubate_College,CHUKA_IGAMBANGOMBE,Mpukoni,0,0,0,Nursing_Officer_in_Charge,N,N,Operational
10886,No_4_Community_Health_Clinic,Central,Kiambu,Thika_West,Juja,Medical_Clinic,Private_Enterprise_(Institution),Kiaora,,JUJA,Juja,0,0,,,N,N,Operational
18156,Noble_Medical_Clinic,Eastern,Machakos,Athi_River,Athi_River,Medical_Clinic,Private_Practice_-_Clinical_Officer,,In_Syokimau__Estate-_Mlolongo_,KATHIANI,,0,0,,Nursing_Officer_in_Charge,N,N,Operational
18960,Nogoi_Medical_Clinic,Rift_Valley,Baringo,Mogotio,Mogotio,Medical_Clinic,Private_Practice_-_Clinical_Officer,Mogotio,Near_Baringo_Teachers_Sacco,MOGOTIO,Mogotio_Town,0,0,,Clinical_Officer,N,Y,Operational
15366,Nolasit_Dispensary,Rift_Valley,Kajiado,Loitoktok,Rombo,Dispensary,Other_Faith_Based,Njukini,40KM_Off_Rombo-NjukiniI_Road,KAJIADO_SOUTH,Rombo,4,0,,Nursing_Officer_in_Charge,Y,Y,Operational
17467,Nopri_Medical_Centre,Coast,Kilifi,Kilifi_South,Kikambala,Medical_Clinic,Private_Practice_-_Clinical_Officer,Shimo_La_Tewa,Near_Mtwapa_Health_Centre,BAHARI,Mtwapa,4,1,Mtwapa,Clinical_Officer,Y,Y,Operational
20604,Nopri_Medical_Clinic,Central,Kiambu,Kiambu,Municipality,Medical_Clinic,Private_Practice_-_Clinical_Officer,Municipality,"Along_kiambu__Githunguri_road,opposite_Kiambu_Law_court",KIAMBAA,Kiambu_Town,0,0,Embu,Clinical_Officer,N,Y,Operational
19749,Norident_Dental_Clinic_Kitale,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,Dental_Clinic,Private_Practice_-_Clinical_Officer,Kipsongo,Within_Kitale_town,SABOTI,Kitale,0,0,Kitale,Clinical_Officer,N,Y,Operational
12668,North_Horr_Health_Centre,Eastern,Marsabit,North_Horr,North_Horr,Health_Centre,Kenya_Episcopal_Conference-Catholic_Secretariat,North_Horr_,,NORTH_HORR,North_Horr,11,0,Marsabit,Nursing_Officer_in_Charge,N,N,Operational
10887,North_Kinangop_Catholic_Hospital,Central,Nyandarua,Nyandarua_South,North_Kinangop,Other_Hospital,Kenya_Episcopal_Conference-Catholic_Secretariat,Ndunyu_Njeru,"Nbi-Nku_rd,_branch_at_fly_over_to_the_right_up_to_Engineer_town._Continue_towards_olkalou_._around_3km_and_then_turn_to_the_left",KINANGOP,Engineer,186,22,N.Kinangop,,Y,Y,Operational
20319,North_Shore_Medical_Centre,Coast,Kilifi,Kilifi_South,Kikambala,Medical_Clinic,Private_Practice_-_Clinical_Officer,Mtwapa,"A_long_Old_MSA-MLD_road_1Km_North_of_Mtwapa_Chiefs_Camp_near_Golden_Key_Pry_School,_Mikanjuni_Village",BAHARI,Mtwapa,0,0,Mombasa,Clinical_Officer,Y,Y,Operational
17511,North_Star_Alliance_Clinic,Eastern,Makueni,Nzaui,Mulala,Medical_Clinic,Non-Governmental_Organizations,Emali,Emali_Town,MAKUENI,Emali,0,0,Emali,Clinical_Officer,N,N,Operational
18599,North_Star_Alliance_VCT,Rift_Valley,Nakuru,Rongai,Rongai,VCT_Centre_(Stand-Alone),Non-Governmental_Organizations,Rongai,Nakuru_Eldoret_highway,RONGAI,At_salgaa_market,0,0,,,N/A,N/A,Operational
19206,North_Star_Alliance_Wellness_Centre,Rift_Valley,Uasin_Gishu,Eldoret_East,Ainapkoi,Medical_Clinic,Non-Governmental_Organizations,Olare,Opposite_the_road_on_the_parking_area_for_trucks,ELDORET_EAST,Burntforest,0,0,Burnt_Forest,Clinical_Officer,N,N,Operational
16301,Northern_Medical_Clinic,North_Eastern,Mandera,Mandera_East,Central,Medical_Clinic,Private_Enterprise_(Institution),Township,,MANDERA_EAST,Mandera,0,0,Mandera,,N,N,Operational
19123,Northstar_Alliance_Wellness_Centre_(Mai_Mahiu),Rift_Valley,Nakuru,Naivasha,Mai_Mahiu,Medical_Clinic,Non-Governmental_Organizations,Mai_Mahiu,Located_along_Naivasha_Mai_Mahiu_road_near_Narok_Junction,NAIVASHA,Mai_Mahiu_centre,0,0,Naivasha,Clinical_Officer,N,Y,Operational
13127,Nsis_Health_Centre_(Ruaraka),Nairobi,Nairobi,Ruaraka,Kasarani,Health_Centre,Ministry_of_Health,,,RUARAKA,Nairobi,0,0,,,N,N,Operational
12670,Ntemwene_Dispensary,Eastern,Meru,Imenti_South,Nkuene,Dispensary,Ministry_of_Health,Kathera,Along_Chuka-Meru_road_near_Mikumbune_Market,SOUTH_IMENTI,Nkubu_Town,0,0,Kanyakine,Nursing_Officer_in_Charge,N,N,Operational
12671,Ntemwene_Medical_Clinic,Eastern,Meru,Imenti_South,Nkuene,Medical_Clinic,Private_Enterprise_(Institution),Kathera,,SOUTH_IMENTI,Nkubu_Town,0,0,,,N,N,Operational
12672,Ntha_Clinic,Eastern,Tharaka_Nithi,Meru_South,Chuka,Medical_Clinic,Private_Enterprise_(Institution),Muiru,Chuka-Kiereni_-cheera_route,CHUKA_IGAMBANGOMBE,Chuka_Town/_Kambandi_Mrket,0,0,Chuka,Medical_Superintendant,N,N,Operational
12673,Nthagaiya_Catholic_Dispensary,Eastern,Embu,Embu_East,Runyenjes,Dispensary,Kenya_Episcopal_Conference-Catholic_Secretariat,Nthagaiya,,RUNYENJES,Gikuuri,0,0,Runyenjes,Nursing_Officer_in_Charge,N,N,Operational
12674,Nthambiro_Catholic_Dispensary,Eastern,Meru,Igembe_Central,Igembe_E,Dispensary,Kenya_Episcopal_Conference-Catholic_Secretariat,Nthambiro,,IGEMBE,Nthambiro_Mkt,0,0,Maua,,N,N,Operational
12675,Nthambiro_Dispensary,Eastern,Meru,Igembe_Central,Igembe_E,Dispensary,Ministry_of_Health,Nthambiro,,IGEMBE,Nthambiro_Mkt,0,0,Maua,,N,N,Operational
16954,Nthangu_Dispensary,Eastern,Makueni,Makueni,Kaiti,Dispensary,Ministry_of_Health,Nthangu,,KAITI,Wote_Town,0,0,Wote_Town,Nursing_Officer_in_Charge,N,N,Operational
12669,Ntharene_Medical_Clinic,Eastern,Meru,Imenti_South,Abogeta,Medical_Clinic,Private_Enterprise_(Institution),Ntharene,,SOUTH_IMENTI,Kanyakine_Mkt,0,0,,,N,N,Operational
